Molecular Weight (g/mol),Density (g/cm3),C in comononmer A,C in comononmer B,%B,CH in A,CH in A+B,CH2 in A,CH2 in A+B,CH3 in A+B,CH bonds A+B,N in A+B,O in A+B,C=O,%C=O,Rings,%C in rings,Tm(°C),Tg (°C),Crystallinity%,"Critical thickness of the specimen (Lcrit, mm)",Surface area (mm2),Specific surface area (mm2/mm3),Pretrement,Level,Temperature,Humidity,pH,k Biodegradation rate (s^-1) first-order,T Lag time (days),A%,Testing duration (days)
100289,1.1438,6,6,50,0,5,5,6,0,17,0,7,1,5.263157895,1,41.67,60,-60,55,0.7,419.5,28.83809524,1 Indoor,7,30,1,7,1.84665E-06,0,93.19,0.75
50000,1.1438,6,6,50,0,5,5,6,0,17,0,7,1,5.263157895,1,41.67,60,-60,65,0.7,419.5,28.83809524,1 Indoor,7,30,1,7,1.29122E-06,0,93.19,0.75
50000,1.1438,6,6,40,0,5,5,6,0,17,0,7,1,5.263157895,1,41.67,60,-60,60,0.7,419.5,28.83809524,1 Indoor,7,30,1,7,7.93394E-07,0,93.19,0.75
50000,1.1438,6,6,30,0,5,5,6,0,17,0,7,1,5.263157895,1,41.67,60,-60,55,0.7,419.5,28.83809524,1 Indoor,7,30,1,7,5.87318E-07,0,93.19,0.75
50000,1.1438,6,6,20,0,5,5,6,0,17,0,7,1,5.263157895,1,41.67,60,-60,39.6,0.7,419.5,28.83809524,1 Indoor,7,30,1,7,4.74199E-07,0,93.19,0.75
50000,1.1438,6,6,10,0,5,5,6,0,17,0,7,1,5.263157895,1,41.67,60,-60,39.6,0.7,419.5,28.83809524,1 Indoor,7,30,1,7,2.47052E-07,0,93.19,0.75
500000,1.5,6,2,75,5,6,1,2,0,10,0,6,0,0,1,62.5,257,61.4,30,0.03,5006,66.75,1 Indoor,0,28,1,7,0.000013391,0,13.68,30
500000,1.5,6,2,75,5,6,1,2,0,10,0,6,0,0,1,62.5,257,61.4,30,0.03,5006,66.75,1 Indoor,4,28,1,7.5,2.3183E-06,0,28.64,30
500000,1.5,6,2,75,5,6,1,2,0,10,0,6,0,0,1,62.5,257,61.4,30,0.03,5006,66.75,1 Indoor,5,28,0.4375,7.5,3.8819E-06,0,41,30
500000,1.5,6,2,75,5,6,1,2,0,10,0,6,0,0,1,62.5,257,61.4,30,0.03,5006,66.75,1 Indoor,7,30,1,9,3.6111E-06,0,73.37,10
500000,1.5,6,2,75,5,6,1,2,0,10,0,6,0,0,1,62.5,257,61.4,30,0.03,5006,66.75,1 Indoor,7,30,1,7.5,5.7523E-06,0,48.85,10
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,2,1144,1.181818182,1 Indoor,0,25,1,7,2.2755E-07,0,24.87,106
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,2,1144,1.181818182,1 Indoor,0,25,1,10,1.0054E-06,0,28.23,84
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,2,1144,1.181818182,1 Indoor,4,22,1,8,8.5908E-08,0,97.52,28
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,2,1144,1.181818182,1 Indoor,4,37,1,7,1.68197E-07,0,97.52,28
10000,1.23,3,7,10,1,6,0,1,1,11,1,7,2,11.11111111,1,50,145.14,56.6,19.68,0.3,824,6.866666667,1 Indoor,6,25,0.5,6.8,7.4977E-07,8.7,93.19,25
140000,1.26,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,146.19,59.5,54.08,0.3,824,6.866666667,1 Indoor,6,25,0.5,6.8,6.6493E-07,8.581,98.3,25
560000,1.26,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,176,64,30.8,0.046,4058.28,43.56714976,1 Indoor,6,30,1,6,5.80739E-09,0,98.3,14
560000,1.26,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,176,64,30.8,0.046,4058.28,43.56714976,1 Indoor,7,30,1,8.2,2.48389E-09,0,98.3,14
233750,1.25,4,5,17,1,2,1,3,2,14,0,4,2,15.38461538,0,0,124,-1,55.17,3,432,1,1 Indoor,6,30,1,7,6.0483E-09,0,99.14,42
183750,1.22,4,0,0,0,0,3,3,0,6,0,2,1,16.66666667,0,0,126.22,-16.7,1.47,0.385,0.465662571,15.58441558,1 Indoor,7,40,1,8,1.3241E-06,0.03128,97.52,3
187000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,62,-62,63,0.1,19.2,21.33333333,1 Indoor,2,25,1,7.4,3.4039E-06,7.478,85.62,28
187000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,62,-62,63,0.1,19.2,21.33333333,1 Indoor,2,25,1,7.4,1.9225E-06,5.191,80.05,28
187000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,62,-62,63,0.1,19.2,21.33333333,1 Indoor,2,25,1,7.9,0.000013449,1.714,80.37,28
187000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,62,-62,63,0.1,19.2,21.33333333,1 Indoor,1,25,1,7.9,1.0688E-06,0,60,28
87000,1.36,6,0,0,0,0,4,4,0,8,0,4,2,20,0,0,106,-7,61,0.1,19.2,21.33333333,1 Indoor,2,25,1,7.4,4.6991E-06,2.812,85.06,28
87000,1.36,6,0,0,0,0,4,4,0,8,0,4,2,20,0,0,106,-7,61,0.1,19.2,21.33333333,1 Indoor,2,25,1,7.4,5.5289E-06,3.178,80.38,28
483600,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,155,1,57,0.1,19.2,21.33333333,1 Indoor,2,25,1,7.4,3.1215E-06,2.653,82.08,28
483600,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,155,1,57,0.1,19.2,21.33333333,1 Indoor,2,25,1,7.4,1.7859E-06,2.536,77.48,28
483600,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,155,1,57,0.1,19.2,21.33333333,1 Indoor,2,25,1,7.9,0.000004566,2.547,84.51,28
483600,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,155,1,57,0.1,19.2,21.33333333,1 Indoor,1,25,1,7.9,1.9155E-06,1.895,79.96,28
140000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,165,2,72.37,0.001,353.48,2000.3,1 Indoor,6,28,1,7,1.603E-09,0,97.52,20
140000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,165,2,72.37,0.001,353.48,2000.3,3 UV,6,28,1,7,1.1418E-07,8.725,97.52,20
140000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,165,2,72.37,0.001,353.48,2000.3,3 UV,6,28,1,7,2.8958E-07,0,97.52,20
140000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,165,2,72.37,0.001,353.48,2000.3,1 Indoor,6,28,1,7,2.0336E-08,0,97.52,20
140000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,165,2,72.37,0.001,353.48,2000.3,3 UV,6,28,1,7,2.7373E-08,0,97.52,20
140000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,165,2,72.37,0.001,353.48,2000.3,3 UV,6,28,1,7,2.7176E-08,0,97.52,20
8000,1.34,5,0,0,1,0,1,0,1,3,0,4,2,22.22222222,0,0,120,40,1,0.08,58.06,25.67,1 Indoor,0,37,1,7.4,1.1731E-06,3.2025,93.19,21
8000,1.34,5,0,0,1,0,1,0,1,3,0,4,2,22.22222222,0,0,120,40,1,0.08,58.06,25.67,1 Indoor,0,37,1,7.4,1.2854E-06,2.807,93.19,21
8000,1.34,5,0,0,1,0,1,0,1,3,0,4,2,22.22222222,0,0,120,40,1,0.08,58.06,25.67,1 Indoor,0,37,1,7.4,9.3188E-07,4.0999,93.19,21
8000,1.34,5,0,0,1,0,1,0,1,3,0,4,2,22.22222222,0,0,120,40,1,0.08,58.06,25.67,1 Indoor,0,37,1,7.4,7.2652E-07,4.1097,93.19,21
44500,1.37,3,2,54,1,1,0,1,1,6,0,4,2,22.22222222,0,0,145,34,1,0.1,3216,20.1,1 Indoor,0,37,1,7.4,7.9016E-07,19.66,93.19,28
42800,1.37,5,0,0,1,0,1,0,1,3,0,4,2,22.22222222,0,0,120,26.5,1,0.1,3216,20.1,1 Indoor,0,37,1,7.4,9.0694E-07,17.81,100,28
43900,1.37,5,0,0,1,0,1,0,1,3,0,4,2,22.22222222,0,0,120,25,1,0.1,3216,20.1,1 Indoor,0,37,1,7.4,0.000000839,18.37,93.19,28
278000,1.37,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,145,43.5,1,0.1,3216,20.1,1 Indoor,0,37,1,7.4,7.6863E-06,0.005324,2.518,28
271000,1.37,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,133,30,1,0.1,3216,20.1,1 Indoor,0,37,1,7.4,1.36E-08,0,93.19,28
274000,1.37,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,122,18.5,1,0.1,3216,20.1,1 Indoor,0,37,1,7.4,0.000011127,0,6.8,28
455000,1.24,4,5,8,1,2,1,3,2,14,0,4,2,15.38461538,0,0,170,5,47,0.45,141.62,8.91,1 Indoor,0,37,1,7,2.2442E-08,37.6,99.14,100
306000,1.25,9,3,30,2,3,3,3,3,18,0,6,3,16.66666667,0,0,165,3.5,40,0.45,141.62,8.91,1 Indoor,0,37,1,7,1.5521E-08,4.794,93.19,100
306000,1.25,9,3,30,2,3,3,4,3,20,0,4,2,12.5,0,0,165,3.5,40,0.45,141.62,8.91,1 Indoor,0,37,1,7,6.5127E-09,28.94,93.19,100
250000,0.91,3,0,0,1,1,1,1,1,6,0,0,0,0,0,0,165.5,11,49.2,0.45,141.62,8.91,1 Indoor,0,37,1,7,7.1377E-10,68.53,93.19,100
147700,1.08,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,146,57.5,9.61,0.45,141.62,8.91,1 Indoor,0,37,1,7,2.5394E-08,0,98.3,100
300000,1.233,3,2,7.5,1,1,0,2,1,8,0,3,1,12.5,0,0,140,34,51.03,1.5,34.18,2.51,1 Indoor,0,37,1,7,1.8021E-07,36.81,93.19,59
300000,1.233,3,2,7.5,1,1,0,2,1,8,0,3,1,12.5,0,0,140,34,51.03,1.5,34.18,2.51,1 Indoor,0,55,1,7,1.2083E-06,13.06,100,29
117000,1.229,3,2,7.5,1,1,0,2,1,8,0,3,1,12.5,0,0,138,33,50.06,1.5,34.18,2.51,1 Indoor,0,37,1,7,1.4618E-07,28.44,93.19,59
117000,1.229,3,2,7.5,1,1,0,2,1,8,0,3,1,12.5,0,0,138,33,50.06,1.5,34.18,2.51,1 Indoor,0,55,1,7,0.000001206,13.25,100,29
36700,1.227,3,2,7.5,1,1,0,2,1,8,0,3,1,12.5,0,0,130,30,50.6,1.5,34.18,2.51,1 Indoor,0,37,1,7,1.5174E-07,22,93.19,59
36700,1.227,3,2,7.5,1,1,0,2,1,8,0,3,1,12.5,0,0,130,30,50.6,1.5,34.18,2.51,1 Indoor,0,55,1,7,8.1019E-06,13.6,100,22
517680,1.2,4,6,23,1,1,1,6,1,16,0,4,2,14.28571429,0,0,178,1,68.9,0.05,202,40.4,1 Indoor,7,37,1,7.4,0.000017914,0.081,93.19,0.791666667
512800,1.2,4,4,26,1,2,1,2,2,12,0,4,2,16.66666667,0,0,178,8,74,0.05,202,40.4,1 Indoor,7,37,1,7.4,1.6017E-07,0,93.19,2.041666667
492500,1.2,4,10,25,1,1,1,9,1,22,0,6,3,15,0,0,175,-4,73.14,0.05,202,40.4,1 Indoor,7,37,1,7.4,6.4111E-06,0.1283,93.19,2
652000,1.2,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,179,1,88.58,0.05,202,40.4,1 Indoor,7,37,1,7.4,0.000011433,0.0522,97.52,0.791666667
235000,1.26,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,168,63,45.79,0.000275,2.37583E-07,21818.18182,1 Indoor,7,37,0.85,7.4,0.000020864,0.0426,98.3,0.416666667
235000,1.26,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,168,63,45.79,0.05,202,40.4,1 Indoor,7,37,0.85,7.4,1.0134E-06,0.2391,98.3,9
235000,1.23,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,168,63,45.79,0.000275,2.37583E-07,21818.18182,1 Indoor,7,37,0.85,7.4,0.000033972,0.0193,93.19,0.416666667
235000,1.23,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,168,63,45.79,0.000275,2.37583E-07,21818.18182,1 Indoor,7,37,0.85,7.8,0.000031944,0.028,93.19,0.416666667
235000,1.23,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,168,63,45.79,0.000275,2.37583E-07,21818.18182,1 Indoor,7,37,0.85,7,0.0000229,0.0425,93.19,0.416666667
235000,1.23,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,168,63,45.79,0.000275,2.37583E-07,21818.18182,1 Indoor,7,37,0.85,6.4,0.000016011,0.0553,93.19,0.416666667
235000,1.23,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,168,63,45.79,0.000275,2.37583E-07,21818.18182,1 Indoor,7,37,0.85,6,0.000017597,0.0302,93.19,0.416666667
235000,1.23,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,168,63,45.79,0.000275,2.37583E-07,21818.18182,1 Indoor,7,37,0.85,11,7.9417E-06,0,93.19,0.416666667
235000,1.23,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,168,63,45.79,0.000275,2.37583E-07,21818.18182,1 Indoor,7,37,0.85,4,4.1944E-06,0,93.19,0.416666667
235000,1.23,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,168,63,45.79,0.000275,2.37583E-07,21818.18182,1 Indoor,0,37,0.85,11,5.8889E-06,0,93.19,0.416666667
235000,1.23,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,168,63,45.79,0.000275,2.37583E-07,21818.18182,1 Indoor,0,37,0.85,4,3.4306E-06,0,93.19,0.416666667
235000,1.23,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,168,63,45.79,0.000275,2.37583E-07,21818.18182,1 Indoor,0,37,0.85,7,1.8069E-06,0,93.19,0.416666667
160000,1.3,2,0,0,1,1,1,1,0,3,0,0,0,0,0,0,212,85,10,0.2,208,10.4,3 UV,2,30,1,7.9,6.0822E-10,0,93.19,75
160000,0.95,2,0,0,0,0,2,2,0,4,0,0,0,0,0,0,135,-100,69,0.01,200.4,200.4,3 UV,2,30,1,7.9,1.7292E-09,0,93.19,90
40000,0.92,2,0,0,0,0,2,2,0,4,0,0,0,0,0,0,120,-120,45.8,0.015,200.6,133.7333333,3 UV,2,30,1,7.9,1.9664E-09,15.49,93.19,90
433000,1.04,8,0,0,6,6,1,1,0,8,0,0,0,0,1,75,270,105,0,0.23,409,8.98136646,1 Indoor,6,25,1,7.4,5.735E-08,0,85.43,28
147000,1.26,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,152,65,1.7,0.1,204,20.4,3 UV,6,50,1,7.4,1.0531E-06,17.45,100,76
147000,1.26,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,152,65,1.7,0.1,204,20.4,3 UV,6,50,1,7.4,3.1157E-06,17.4,100,30
190200,1.25,8,15,20.8,0,8,6,7,0,22,2,6,4,12.90322581,2,52.17,105,-35,12.69,0.05,202,40.4,1 Indoor,0,37,1,13.9,3.6076E-07,0.4992,93.19,2
126000,1.25,23,17,24.2,8,16,7,10,0,36,4,9,4,7.547169811,4,60,101,-34.9,7.89,0.05,202,40.4,1 Indoor,0,37,1,13.9,0.000006037,0.1763,93.19,2
123000,1.25,23,17,23.13,8,16,7,10,0,36,4,9,4,7.547169811,4,60,100,-34.4,7.44,0.05,202,40.4,1 Indoor,0,37,1,13.9,4.4734E-06,0.2169,93.19,2
96400,1.25,23,17,23.55,8,16,7,10,0,36,4,9,4,7.547169811,4,60,99,-34.6,5.35,0.05,202,40.4,1 Indoor,0,37,1,13.9,2.1609E-06,0.1062,93.19,2
112300,1.23,10,8,25,0,0,8,14,0,28,0,8,4,15.38461538,0,0,94,-45,33,0.1,204,20.4,3 UV,6,50,1,7.4,2.5602E-07,7.832,93.19,76
112300,1.23,10,8,25,0,0,8,14,0,28,0,8,4,15.38461538,0,0,94,-45,33,0.1,204,20.4,3 UV,6,50,1,7.4,3.2581E-06,11.25,100,30
40000,1.34,10,0,0,4,4,2,2,0,8,0,4,2,14.28571429,1,60,257,78,19.1,0.1,204,20.4,3 UV,6,50,1,7.4,5.7836E-07,10.54,10.5,76
126000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,61.2,-60,53.04,0.1,204,20.4,3 UV,6,50,1,7.4,8.081E-07,16.98,100,52
130000,1.23,10,8,25,0,0,8,14,0,28,0,8,4,15.38461538,0,0,94,-45,33,0.2,419.5,10.26666667,1 Indoor,6,37,1,7,9.3981E-07,4.525,85.05,40
130000,1.23,10,8,25,0,0,8,14,0,28,0,8,4,15.38461538,0,0,94,-45,33,0.2,419.5,10.26666667,1 Indoor,6,37,1,7,0.000001265,1.855,79.84,40
60000,1.36,6,0,0,0,0,4,4,0,8,0,4,2,20,0,0,106,-7,61,0.12,419.5,16.93333333,0 Dark,6,60,0.6,6.7,2.0787E-07,3.781,93.19,30
60000,1.36,6,0,0,0,0,4,4,0,8,0,4,2,20,0,0,106,-7,61,0.12,419.5,16.93333333,0 Dark,6,60,0.6,6.7,1.1199E-07,1.424,93.19,30
60000,1.36,6,0,0,0,0,4,4,0,8,0,4,2,20,0,0,106,-7,61,0.12,419.5,16.93333333,0 Dark,6,60,0.6,6.7,8.9144E-08,1.303,93.19,30
60000,1.36,6,0,0,0,0,4,4,0,8,0,4,2,20,0,0,106,-7,61,0.12,419.5,16.93333333,0 Dark,6,60,0.6,6.7,5.3206E-08,0,93.19,30
60000,1.36,6,0,0,0,0,4,4,0,8,0,4,2,20,0,0,106,-7,61,0.12,419.5,16.93333333,0 Dark,6,60,0.6,6.7,4.2801E-08,0,93.19,30
60000,1.36,6,0,0,0,0,4,4,0,8,0,4,2,20,0,0,106,-7,61,0.12,419.5,16.93333333,0 Dark,6,60,0.6,6.7,4.8993E-07,4.492,93.19,30
60000,1.36,6,0,0,0,0,4,4,0,8,0,4,2,20,0,0,106,-7,61,0.12,419.5,16.93333333,0 Dark,6,60,0.6,6.7,3.1157E-07,4.584,93.19,30
60000,1.36,6,0,0,0,0,4,4,0,8,0,4,2,20,0,0,106,-7,61,0.12,419.5,16.93333333,0 Dark,6,60,0.6,6.7,2.0035E-07,3.911,93.19,30
650000,1.25,4,5,6,1,2,1,3,2,14,0,4,2,15.38461538,0,0,167.7,4,65,0.2,419.5,10.26666667,1 Indoor,7,37,1,7.4,2.9806E-06,0.0379,99.14,0.333333333
650000,1.25,4,5,6,1,2,1,3,2,14,0,4,2,15.38461538,0,0,167.7,4,65,0.5,419.5,4.285714286,1 Indoor,7,37,1,7.4,9.975E-07,0,99.14,0.333333333
60000,1.36,6,0,0,0,0,4,4,0,8,0,4,2,20,0,0,106,-7,61,0.12,419.5,16.93333333,0 Dark,6,60,0.6,6.7,1.669E-07,4.178,93.19,30
60000,1.36,6,0,0,0,0,4,4,0,8,0,4,2,20,0,0,106,-7,61,0.12,419.5,16.93333333,0 Dark,6,60,0.6,6.7,2.5185E-07,3.56,93.19,30
60000,1.36,6,0,0,0,0,4,4,0,8,0,4,2,20,0,0,106,-7,61,0.12,419.5,16.93333333,0 Dark,6,60,0.6,6.7,6.9213E-07,3.541,93.19,30
640000,1.25,9,5,5,2,2,3,4,4,22,0,6,3,15,0,0,165,3.5,65,0.2,419.5,10.26666667,1 Indoor,7,37,1,7.4,2.4969E-06,0.0134,93.19,0.333333333
640000,1.25,9,5,5,2,2,3,4,4,22,0,6,3,15,0,0,165,3.5,65,0.5,419.5,4.285714286,1 Indoor,7,37,1,7.4,1.1233E-06,0.0071,93.19,0.333333333
23300,1.1438,6,19,14.3,0,7,5,13,1,36,1,7,3,9.090909091,2,40,60,-60,61,3.7,43.00840343,1.621621622,1 Indoor,0,37,1,7.4,0.00001058,0.6599,2.341,30
12700,1.1438,6,19,25,0,7,5,13,1,36,1,7,3,9.090909091,2,40,60,-60,60.5,3.7,43.00840343,1.621621622,1 Indoor,0,37,1,7.4,0.000011759,0.6819,4.291,30
640000,1.25,9,5,5,2,2,3,4,4,22,0,6,3,15,0,0,165,3.5,65,0.2,419.5,10.26666667,1 Indoor,7,37,1,7.4,1.3039E-06,0,93.19,0.333333333
640000,1.25,9,5,5,2,2,3,4,4,22,0,6,3,15,0,0,165,3.5,65,0.12,419.5,4.285714286,1 Indoor,7,37,1,7.4,6.8167E-07,0.082,93.19,0.333333333
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,0.1,204,20.4,3 UV,6,37,1,7.4,0.00019097,0.0712,100,0.25
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,0.1,204,20.4,3 UV,6,50,1,7.4,0.000011455,0,100,6
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,0.1,204,20.4,3 UV,6,37,1,7.4,0.000039734,0.1892,100,1
147000,1.26,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,146.19,59.5,92,0.216,15050,15.93,1 Indoor,7,40,1,8,3.0706E-08,3.459,98.3,21
147000,1.26,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,146.19,59.5,88,0.216,15050,15.93,1 Indoor,7,40,1,8,9.2025E-09,0,98.3,21
147000,1.26,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,146.19,59.5,88,0.216,15050,15.93,1 Indoor,7,60,1,9.5,2.088E-07,7.494,98.3,21
28000,1.34,5,2,20,1,1,1,3,1,10,0,5,2,16.66666667,0,0,145,45.6,1,0.25,0.196349541,24,1 Indoor,0,25,1,7,7.0056E-08,0,93.19,84
28000,1.34,5,2,20,1,1,1,3,1,10,0,5,2,16.66666667,0,0,145,45.6,1,0.25,0.196349541,24,1 Indoor,5,25,0.4375,7.35,8.7021E-08,0,93.19,84
72300,1.26,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,154.1106754,66,31.9,4,1592,0.737037037,1 Indoor,7,37,1,7.2,2.9097E-07,16.53,98.3,40
85000,1.25,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,178,55,1,0.25,210,8.4,1 Indoor,7,37,1,7.4,2.6991E-06,0.6106,75.09,4
30000,1.42,1,3,10,0,1,1,1,1,6,0,3,1,14.28571429,0,0,170.9786976,-70.82191781,55,4,1592,0.737037037,1 Indoor,7,37,1,7.2,2.9028E-08,24.67,93.19,40
29000,1.42,1,3,20,0,1,1,1,1,6,0,3,1,14.28571429,0,0,169.5241683,-73.42465753,53,4,1592,0.737037037,1 Indoor,7,37,1,7.2,1.0279E-07,28.11,93.19,40
28000,1.42,1,3,30,0,1,1,1,1,6,0,3,1,14.28571429,0,0,167.6952963,-75.20547945,50,4,1592,0.737037037,1 Indoor,7,37,1,7.2,5.9711E-08,10.39,93.19,40
27000,1.42,1,3,40,0,1,1,1,1,6,0,3,1,14.28571429,0,0,166.2406193,-79.04109589,48,4,1592,0.737037037,1 Indoor,7,37,1,7.2,1.1074E-07,18.01,93.19,40
30000,1.42,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,173.983484,-73,57.13,4,1592,0.737037037,1 Indoor,7,37,1,7.2,4.5972E-10,0.4639,93.19,40
300000,1.15,5,6,70,0,5,1,2,2,15,0,7,1,5.555555556,1,45.45,217,78,30,0.12,2.48,20.66666667,1 Indoor,7,95,1,7,8.7187E-07,0,93.19,5
108500,1.23,3,1,50,1,1,0,1,1,6,0,3,1,14.28571429,0,0,147.4998244,54.89655172,50,4,1592,0.737037037,1 Indoor,7,37,1,7.2,2.1933E-07,24.44,93.19,40
338000,1.15,5,6,60,0,5,1,2,2,15,0,7,1,5.555555556,1,45.45,217.5,78.5,27,0.12,2.48,20.66666667,1 Indoor,7,95,1,7,8.0243E-07,0,93.19,5
447000,1.15,5,6,50,0,5,1,2,2,15,0,7,1,5.555555556,1,45.45,218,79,25,0.12,2.48,20.66666667,1 Indoor,7,95,1,7,6.6933E-07,0,93.19,5
630000,1.15,5,6,40,0,5,1,2,2,15,0,7,1,5.555555556,1,45.45,219.5,80.5,23,0.12,2.48,20.66666667,1 Indoor,7,95,1,7,5.9132E-07,0,93.19,5
685000,1.15,5,6,30,0,5,1,2,2,15,0,7,1,5.555555556,1,45.45,220,81,20,0.12,2.48,20.66666667,1 Indoor,7,95,1,7,5.2951E-07,0,93.19,5
205200,1.28,3,3,2.5,1,2,0,0,2,8,0,4,2,20,0,0,175,62,43.1,0.25,210,8.4,1 Indoor,7,37,1,7.4,1.8681E-06,0.5971,93.19,4
200400,1.28,3,3,5,1,2,0,0,2,8,0,4,2,20,0,0,183,63,43.35,0.25,210,8.4,1 Indoor,7,37,1,7.4,1.3067E-06,0.7187,93.19,4
195600,1.28,3,3,7.5,1,2,0,0,2,8,0,4,2,20,0,0,178,66,44.19,0.25,210,8.4,1 Indoor,7,37,1,7.4,1.0206E-06,0.7088,93.19,4
190800,1.28,3,3,10,1,2,0,0,2,8,0,4,2,20,0,0,167,68,44.06,0.25,210,8.4,1 Indoor,7,37,1,7.4,7.7708E-07,0.5752,93.19,4
118000,1.145,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,61.1,-60,44.2,0.12,1212,16.83333333,1 Indoor,0,37,1,13.5,7.2222E-06,3.004,24.31,14.04166667
118000,1.145,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,61.1,-60,44.2,0.12,1212,16.83333333,1 Indoor,0,37,1,13.5,8.22971E-08,0,86.5,7
218000,1.22,10,6,30,2,2,4,9,2,26,0,6,3,13.63636364,0,0,95.4,-0.1,12.1,0.12,1212,16.83333333,1 Indoor,0,37,1,13.5,2.5544E-06,1.013,93.19,14.04166667
218000,1.22,10,6,30,2,2,4,9,2,26,0,6,3,13.63636364,0,0,95.4,-0.1,12.1,0.12,1212,16.83333333,1 Indoor,0,37,1,13.5,3.1076E-07,0,93.19,14
189000,1.22,10,6,50,2,2,4,9,2,26,0,6,3,13.63636364,0,0,97,-0.6,26,0.12,1212,16.83333333,1 Indoor,0,37,1,13.5,1.3611E-06,0.2472,93.19,14.04166667
189000,1.22,10,6,50,2,2,4,9,2,26,0,6,3,13.63636364,0,0,97,-0.6,26,0.12,1212,16.83333333,1 Indoor,0,37,1,13.5,2.9306E-07,0,93.19,14
149000,1.1438,6,10,30,0,2,5,9,2,26,0,6,3,13.63636364,0,0,61.1,-60,31.7,0.12,1212,16.83333333,1 Indoor,0,37,1,13.5,3.1736E-07,0,93.19,14.04166667
149000,1.1438,6,10,30,0,2,5,9,2,26,0,6,3,13.63636364,0,0,61.1,-60,31.7,0.12,1212,16.83333333,1 Indoor,0,37,1,13.5,2.3727E-07,0,93.19,7
267000,1.22,4,6,9.4,1,2,1,4,2,16,0,4,2,14.28571429,0,0,95.4,-3.4,12.1,0.12,1212,16.83333333,1 Indoor,0,37,1,13.5,3.1447E-06,1.597,93.19,14.04166667
267000,1.22,4,6,9.4,1,2,1,4,2,16,0,4,2,14.28571429,0,0,95.4,-3.4,12.1,0.12,1212,16.83333333,1 Indoor,0,37,1,13.5,1.7454E-07,2.36,93.19,14
