Molecular Weight (g/mol),Density (g/cm3),C in comononmer A,C in comononmer B,%B,CH in A,CH in A+B,CH2 in A,CH2 in A+B,CH3 in A+B,CH bonds A+B,N in A+B,O in A+B,C=O,%C=O,Rings,%C in rings,Tm(°C),Tg (°C),Crystallinity%,"Critical thickness of the specimen (Lcrit, mm)",Surface area (mm2),Specific surface area (mm2/mm3),Pretrement,Level,Temperature,Humidity,pH,k Biodegradation rate (s^-1) first-order,T Lag time (days),A%,Testing duration (days)
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,0.1,1210,20.167,2 Outdoor,1,27,1,7.9,6.6968E-07,1.4,55.88,28
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,0.1,1210,20.167,2 Outdoor,1,20,1,7.9,1.0994E-06,6.225,44.27,29
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,0.1,1210,20.167,2 Outdoor,1,10,1,7.9,1.7199E-07,6.651,85.54,28
550000,1.19,4,6,11,1,2,1,4,2,16,0,4,2,14.28571429,0,0,126,0,20,0.1,456,20.26666667,1 Indoor,1,27,1,7.9,4.6586E-07,0.9804,100,95
550000,1.19,4,6,11,1,2,1,4,2,16,0,4,2,14.28571429,0,0,126,0,20,0.1,1210,20.167,1 Indoor,2,16.75,1,7.9,5.3449E-07,0,85.43,28
550000,1.19,4,6,11,1,2,1,4,2,16,0,4,2,14.28571429,0,0,126,0,20,0.1,1210,20.167,1 Indoor,1,13.25,1,7.9,9.6516E-08,0,85.43,28
550000,1.19,4,6,11,1,2,1,4,2,16,0,4,2,14.28571429,0,0,126,0,20,0.1,1210,20.167,2 Outdoor,2,16.75,1,7.9,3.1551E-06,11.62,87.2,42
550000,1.19,4,6,11,1,2,1,4,2,16,0,4,2,14.28571429,0,0,126,0,20,0.1,1210,20.167,2 Outdoor,1,13.25,1,7.9,1.2292E-07,0,93.19,42
147000,1.26,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,152,65,1.7,0.385,0.465662571,15.58441558,3 UV,1,25,1,7.9,1.5408E-09,0,98.3,364
147000,1.26,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,152,65,1.7,0.385,0.465662571,15.58441558,3 UV,0,25,1,11,8.9616E-09,6.3546,98.3,364
10000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,60,-60,60,0.385,0.465662571,15.58441558,3 UV,1,25,1,7.9,1.8436E-09,47.327,86.5,364
10000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,60,-60,60,0.385,0.465662571,15.58441558,3 UV,0,25,1,11,5.372E-09,56,86.5,364
147000,1.26,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,152,65,1.7,0.12,1581.44,16.80952381,1 Indoor,6,30,1,7.3,7.30824E-06,0,98.3,4
137000,1.23,3,6,50,1,6,0,1,1,11,0,7,1,6.25,1,55.56,146,42.5,50,0.12,1581.44,16.80952381,1 Indoor,6,30,1,7.3,8.35621E-06,0,93.19,4
137000,1.23,3,6,50,1,6,0,1,1,11,0,7,1,6.25,1,55.56,146,42.5,50,0.12,1581.44,16.80952381,1 Indoor,6,30,1,7.3,1.13195E-05,0,100,4
80000,1.23,3,2,50,1,1,0,2,1,8,0,3,1,12.5,0,0,149,45,50,0.12,1581.44,16.80952381,1 Indoor,6,30,1,7.3,8.14066E-06,0,100,4
10000,1.23,3,4,50,1,2,0,1,2,10,0,4,2,18.18181818,0,0,146,56.9,20.5,0.12,1581.44,16.80952381,1 Indoor,6,30,1,7.3,7.41305E-06,0,93.19,4
55400,1.24,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,165,60,30.8,5,78.54,1.2,1 Indoor,0,45,1,7,1.985E-09,3.84,98.3,28
36000,1.34,10,0,0,4,4,2,2,0,8,0,4,2,14.28571429,1,60,252,78,19,0.12,800,16.91666667,1 Indoor,6,30,0.9,6,1.18335E-10,0,93.19,84
36000,1.34,10,0,0,4,4,2,2,0,8,0,4,2,14.28571429,1,60,252,78,19,0.12,800,16.91666667,1 Indoor,7,30,0.9,6,8.87419E-11,0,93.19,84
61710,1.25,8,0,0,0,0,6,6,0,12,0,4,2,16.66666667,0,0,112,-43.9,35,0.12,800,16.91666667,1 Indoor,6,30,0.9,6,4.77635E-07,0,93.19,84
38000,1.36,10,8,10,4,4,2,8,0,20,0,8,4,15.38461538,1,33.33,250,76,18,0.12,800,16.91666667,1 Indoor,6,30,0.9,6,1.03538E-10,0,93.19,84
37000,1.36,10,8,25,4,4,2,8,0,20,0,8,4,15.38461538,1,33.33,248,71,7,0.12,800,16.91666667,1 Indoor,6,30,0.9,6,3.10847E-10,0,93.19,84
36000,1.36,10,8,50,4,4,2,8,0,20,0,8,4,15.38461538,1,33.33,245,68,3,0.12,800,16.91666667,1 Indoor,6,30,0.9,6,2.81212E-10,0,93.19,84
38000,1.36,10,8,10,4,4,2,8,0,20,0,8,4,15.38461538,1,33.33,250,76,18,0.12,800,16.91666667,1 Indoor,7,30,0.9,6,7.39476E-11,0,93.19,84
37000,1.36,10,8,25,4,4,2,8,0,20,0,8,4,15.38461538,1,33.33,248,71,7,0.12,800,16.91666667,1 Indoor,7,30,0.9,6,1.62737E-10,0,93.19,84
36000,1.36,10,8,50,4,4,2,8,0,20,0,8,4,15.38461538,1,33.33,245,68,3,0.12,800,16.91666667,1 Indoor,7,30,0.9,6,2.07153E-10,0,93.19,84
61710,1.25,8,0,0,0,0,6,6,0,12,0,4,2,16.66666667,0,0,112,-43.9,35,0.12,800,16.91666667,1 Indoor,7,30,0.9,6,4.43227E-09,0,93.19,84
286200,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,158,0,50,0.213,66.92,18.753,1 Indoor,1,25,1,7.9,1.8461E-06,13.22,100,28
286200,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,158,0,50,0.213,66.92,18.753,1 Indoor,1,25,1,7.9,9.7176E-07,7.004,99.14,28
286200,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,158,0,50,0.213,66.92,18.753,1 Indoor,2,25,1,7,6.0937E-06,6.318,94,21
286200,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,158,0,50,0.213,66.92,18.753,1 Indoor,2,25,1,7,2.2222E-06,2.926,99.14,15
286200,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,158,0,50,0.213,66.92,18.753,1 Indoor,1,25,1,7.9,8.5312E-07,6.545,84.29,28
286200,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,158,0,50,0.213,66.92,18.753,1 Indoor,1,25,1,7.9,1.5706E-06,7.648,72.84,28
286200,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,158,0,50,0.213,66.92,18.753,1 Indoor,2,25,1,7,0.00000214,2.917,77.4,22
286200,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,158,0,50,0.213,66.92,18.753,1 Indoor,2,25,1,7,3.6354E-06,3.712,82.93,14
423800,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,155,1,54,0.493,155.18,8.13,1 Indoor,1,25,1,7.9,2.6991E-07,6.045,99.14,28
423800,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,155,1,54,0.493,155.18,8.13,1 Indoor,1,25,1,7.9,3.1412E-06,6.43,24.36,28
423800,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,155,1,54,0.493,155.18,8.13,1 Indoor,2,25,1,7,4.8958E-07,2.789,99.14,28
423800,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,155,1,54,0.493,155.18,8.13,1 Indoor,2,25,1,7,7.5255E-07,2.924,99.14,28
423800,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,155,1,54,0.493,155.18,8.13,1 Indoor,1,25,1,7.9,3.1551E-07,3.2,84.29,28
423800,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,155,1,54,0.493,155.18,8.13,1 Indoor,1,25,1,7.9,2.0949E-06,5.403,16.9,21
423800,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,155,1,54,0.493,155.18,8.13,1 Indoor,2,25,1,7,5.1157E-07,1.592,84.29,28
423800,1.25,4,5,14,1,2,1,3,2,14,0,4,2,15.38461538,0,0,155,1,54,0.493,155.18,8.13,1 Indoor,2,25,1,7,2.4873E-06,2.082,44.54,20
39000,1.25,6,8,15.5,1,5,2,3,1,14,1,6,3,14.28571429,1,42.86,120,-15,8,0.23,1593.76,8.838509317,1 Indoor,5,25,1,6.5,9.4201E-07,0,66.12,92
39000,1.25,6,8,19,1,5,2,3,1,14,1,6,3,14.28571429,1,42.86,120,-15,8,0.23,1593.76,8.838509317,1 Indoor,5,25,1,6.5,5.6991E-07,0,35.76,92
39000,1.25,6,8,24.8,1,5,2,3,1,14,1,6,3,14.28571429,1,42.86,120,-15,8,0.23,1593.76,8.838509317,1 Indoor,5,25,1,6.5,3.485E-08,0,93.19,92
39000,1.25,6,8,27.7,1,5,2,3,1,14,1,6,3,14.28571429,1,42.86,120,-15,8,0.23,1593.76,8.838509317,1 Indoor,5,25,1,6.5,2.2801E-08,0,93.19,92
39000,1.25,6,8,34.4,1,5,2,3,1,14,1,6,3,14.28571429,1,42.86,120,-15,8,0.23,1593.76,8.838509317,1 Indoor,5,25,1,6.5,1.3588E-08,3.687,93.19,92
39000,1.25,6,8,44.5,1,5,2,3,1,14,1,6,3,14.28571429,1,42.86,120,-15,8,0.23,1593.76,8.838509317,1 Indoor,5,25,1,6.5,1.934E-09,19.15,93.19,92
2100,1.11,2,0,0,0,0,2,2,0,4,0,1,0,0,0,0,55,-41,87,0.23,409,8.98136646,1 Indoor,5,25,1,6.5,5.04605E-07,0,95.94,30
1200,1.11,2,0,0,0,0,2,2,0,4,0,1,0,0,0,0,35,-53.6,86,0.23,409,8.98136646,1 Indoor,5,25,1,6.5,1.81473E-07,0,95.94,30
43000,1.32,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,165,60,30.8,0.385,0.465662571,15.58441558,1 Indoor,7,60,1,9,0.000001024,0.07723,98.43,4
43000,1.32,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,165,60,30.8,0.385,0.465662571,15.58441558,1 Indoor,7,60,1,10,1.4734E-06,0.9272,98.43,4
43000,1.32,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,165,60,30.8,0.385,0.465662571,15.58441558,1 Indoor,7,60,1,9,4.2326E-08,N.A.,98.3,2
43000,1.32,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,165,60,30.8,0.1,62.6,20.87,1 Indoor,7,60,1,9,0.000000297,N.A.,98.3,2
43000,1.32,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,165,60,30.8,0.385,0.465662571,15.58441558,1 Indoor,7,60,1,8,7.9306E-06,0.454,89,4
147000,1.26,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,170,65,34.5,1,40600,2.03,2 Outdoor,2,23.5,1,8.2,8.4178E-10,0,98.3,600
235000,1.23,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,168,63,42.5,1,40600,2.03,2 Outdoor,2,23.5,1,8.2,6.1701E-10,130.8,93.19,600
99000,1.23,3,7,30,1,6,0,1,1,11,1,7,2,11.11111111,1,50,149,59,32,1,40600,2.03,2 Outdoor,2,23.5,1,8.2,1.4236E-08,11.29,93.19,100
40500,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,59.6,-60,79,0.3,824,6.866666667,1 Indoor,7,37,1,7.4,8.7037E-08,0,86.5,15
206800,1.1438,6,6,7.3,0,0,5,7,2,20,0,4,2,12.5,0,0,55.5,-60,40,0.3,824,6.866666667,1 Indoor,7,37,1,7.4,2.2118E-06,0.2036,93.19,10
21168,1.25,8,0,0,0,0,6,6,0,12,0,4,2,16.66666667,0,0,102.2,-32,55.9,3,1840.54,0.41,0 Dark,6,30,0.65,7.46,2.0683E-07,11.35,5.959,180
21168,1.25,8,0,0,0,0,6,6,0,12,0,4,2,16.66666667,0,0,102.2,-32,55.9,3,405.27,1.01,0 Dark,6,25,0.65,7.46,2.0012E-07,6.464,61,180
21168,1.25,8,0,0,0,0,6,6,0,12,0,4,2,16.66666667,0,0,102.2,-32,57.6,3,1840.54,0.41,0 Dark,6,30,0.65,7.46,8.1644E-09,13.67,93.19,180
21168,1.25,8,0,0,0,0,6,6,0,12,0,4,2,16.66666667,0,0,102.2,-32,57.6,3,405.27,1.01,0 Dark,6,25,0.65,7.46,2.1933E-07,6.081,68,180
21168,1.25,8,0,0,0,0,6,6,0,12,0,4,2,16.66666667,0,0,102.1,-32,55.7,3,1840.54,0.41,0 Dark,6,30,0.65,7.46,1.9155E-07,9.692,3.903,180
21168,1.25,8,0,0,0,0,6,6,0,12,0,4,2,16.66666667,0,0,102.1,-32,55.7,3,405.27,1.01,0 Dark,6,25,0.65,7.46,2.2454E-07,11.33,54.28,180
735000,1.2,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,178,4,60,0.1,19200,20,1 Indoor,0,25,1,13,1.478E-09,3.907,97.52,28
735000,1.2,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,178,4,60,0.01,19200,200,1 Indoor,0,25,1,7,3.1979E-09,0,97.52,28
735000,1.2,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,178,4,60,0.01,19200,200,1 Indoor,0,25,1,12,5.7384E-09,2.737,97.52,28
735000,1.2,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,178,4,60,0.01,19200,200,1 Indoor,0,25,1,12.5,2.4745E-08,4.73,97.52,28
735000,1.2,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,178,4,60,0.01,19200,200,1 Indoor,0,25,1,13,4.5185E-08,3.941,97.52,28
151000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,57,-60,62,0.5,171,4.75,1 Indoor,0,37,1,7.2,5.8079E-09,0,86.5,14.16666667
2600,1.25,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,165,60,1,2,1144,1.181818182,0 Dark,0,37,1,5.4,5.1655E-07,16.06,100,40
2600,1.25,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,165,60,1,2,1144,1.181818182,0 Dark,0,37,1,7.4,3.228E-07,9.327,100,45
63882,1.23,10,8,25,0,0,8,14,0,28,0,8,4,15.38461538,0,0,94,-45,27,4,3937.7,0.41,0 Dark,5,58,0.531,7,9.8479E-08,8.869,93.19,168
63882,1.23,10,8,25,0,0,8,14,0,28,0,8,4,15.38461538,0,0,94,-45,27,4,3937.7,0.41,0 Dark,6,30,0.556,6.25,2.1462E-08,45.675,93.19,168
61710,1.25,8,0,0,0,0,6,6,0,12,0,4,2,16.66666667,0,0,112,-43.9,35,4,3937.7,0.41,0 Dark,5,58,0.531,7,3.2358E-08,33.789,93.19,168
61710,1.25,8,0,0,0,0,6,6,0,12,0,4,2,16.66666667,0,0,112,-43.9,35,4,3937.7,0.41,0 Dark,6,30,0.556,6.25,2.0453E-09,33.292,93.19,168
539000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,175,6,67,0.2,0.126,30,0 Dark,4,20,1,7,3.8773E-06,3.673,78.55,22
100289,1.1438,6,2,30,0,0,5,7,0,14,0,2,1,10,0,0,60.5,-60,55,0.055,51.1,37.16,0 Dark,4,20,1,7,2.0288E-08,0,93.19,210
126000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,61.2,-60,53.04,0.055,51.1,37.16,0 Dark,4,20,1,7,6.0683E-06,14.84,78,25
126000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,61.2,-60,53.04,0.25,0.196,24,0 Dark,4,20,1,7,3.4838E-06,5.084,90,22
126000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,61.2,-60,53.04,0.055,51.1,37.16,0 Dark,4,20,1,7,7.0023E-07,0,100,63
483600,1.25,4,5,4.2,1,2,1,3,2,14,0,4,2,15.38461538,0,0,172,3,57,0.017,3900,117.64,0 Dark,4,20,1,7,6.6386E-08,241.64,99.14,392
483600,1.25,4,5,4.2,1,2,1,3,2,14,0,4,2,15.38461538,0,0,172,3,57,0.017,1800,117.64,0 Dark,4,20,1,7,7.1313E-08,152.04,100,392
320000,1.25,4,5,10,1,2,1,3,2,14,0,4,2,15.38461538,0,0,161,-0.9,53.56,0.017,50.34,118.45,0 Dark,4,20,1,7,3.5324E-06,0.5188,67,25
105000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,169,2,49.3,0.05,453,40.27,0 Dark,5,58,0.478,7.6,2.9468E-06,21.02,93.19,35
600000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,169.9,2,54.3,0.05,453,40.27,0 Dark,5,58,0.478,7.6,4.4051E-06,20.47,100,35
105000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,157.5,-13.5,45.3,0.05,453,40.27,0 Dark,5,58,0.478,7.6,0.0000104,21.2,93.97,35
105000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,155.7,-15.5,49,0.05,453,40.27,0 Dark,5,58,0.478,7.6,2.7384E-06,21.04,93.19,35
67600,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,65,-60,52,0.22,77.28,9.757575758,1 Indoor,7,37,1,7.5,1.8067E-08,0,86.5,22
88300,1.1438,6,6,50,0,0,5,10,0,20,0,4,2,12.5,0,0,62,-60,47,0.22,77.28,9.757575758,1 Indoor,7,37,1,7.5,1.2373E-06,0.7906,100,22
88100,1.1438,6,6,50,0,0,5,10,0,20,0,4,2,12.5,0,0,63,-60,49,0.22,77.28,9.757575758,1 Indoor,7,37,1,7.5,1.9387E-07,0,93.19,22
86100,1.1438,6,6,50,0,0,5,10,0,20,0,4,2,12.5,0,0,62,-60,49,0.22,77.28,9.757575758,1 Indoor,7,37,1,7.5,9.8044E-08,0,100,22
62100,1.1438,6,6,50,0,0,5,10,0,20,0,4,2,12.5,0,0,60,-60,50,0.22,77.28,9.757575758,1 Indoor,7,37,1,7.5,1.9572E-07,0.6881,93.19,22
52000,1.1438,6,6,50,0,0,5,10,0,20,0,4,2,12.5,0,0,39,-60,28,0.22,77.28,9.757575758,1 Indoor,7,37,1,7.5,3.0104E-06,2.725,100,12
37100,1.1438,6,6,50,0,0,5,10,0,20,0,4,2,12.5,0,0,39,-60,24,0.22,77.28,9.757575758,1 Indoor,7,37,1,7.5,2.4421E-06,1.998,100,12
145000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,60,-60,62,0.2,161.2,10.46753247,1 Indoor,7,37,1,7.6,0.00003975,0.0099,85.76,0.583333333
300000,1.28,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,183,63,42.6,0.055,3880.739,36.45549988,1 Indoor,7,37,1,8.5,7.6424E-08,0,100,10
300000,1.28,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,182,60,40.9,0.055,3880.739,36.45549988,1 Indoor,7,37,1,8.5,9.9306E-08,0.07521,100,10
300000,1.28,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,180,57,32,0.055,3880.739,36.45549988,1 Indoor,7,37,1,8.5,1.8981E-07,0.4909,100,10
300000,1.28,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,178,54,19.7,0.055,3880.739,36.45549988,1 Indoor,7,37,1,8.5,3.5648E-07,0.6638,100,10
112200,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,161,-0.9,48,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,5.15971E-07,0,99.14,20
112200,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,161,-0.9,48,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,1.16423E-06,0,99.14,16
112200,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,161,-0.9,48,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,3.22747E-07,0,99.14,42
112200,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,161,-0.9,48,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,1.16295E-06,0,99.14,28
159400,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,160.5,-0.6,46,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,6.41587E-07,0,99.14,20
159400,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,160.5,-0.6,46,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,6.66257E-06,0,99.14,16
159400,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,160.5,-0.6,46,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,8.87036E-07,0,99.14,42
159400,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,160.5,-0.6,46,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,3.80718E-06,0,99.14,28
147000,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,160.5,-0.6,46,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,3.7843E-07,0,99.14,20
198200,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,160,-0.2,46,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,5.44912E-07,0,99.14,20
198200,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,160,-0.2,46,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,6.66257E-06,0,99.14,16
198200,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,160,-0.2,46,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,6.34531E-07,0,99.14,42
198200,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,160,-0.2,46,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,3.80718E-06,0,99.14,28
191700,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,160,-0.2,46,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,3.05343E-07,0,99.14,20
191700,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,160,-0.2,46,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,6.62826E-07,0,99.14,16
191700,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,160,-0.2,46,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,2.8154E-07,0,99.14,42
191700,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,160,-0.2,46,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,1.33055E-06,0,99.14,28
184700,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,160,-0.2,46,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,2.14736E-07,0,99.14,20
184700,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,160,-0.2,46,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,1.80205E-07,0,99.14,42
238600,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,159,0.6,50,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,2.58268E-07,0,99.14,20
238600,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,159,0.6,50,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,5.46168E-07,0,99.14,16
238600,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,159,0.6,50,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,2.32576E-07,0,99.14,42
238600,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,159,0.6,50,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,8.43345E-07,0,99.14,28
256000,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,158,2.1,50,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,2.76641E-07,0,99.14,20
256000,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,158,2.1,50,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,6.10511E-07,0,99.14,16
256000,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,158,2.1,50,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,2.8154E-07,0,99.14,42
256000,1.25,4,5,7,1,2,1,3,2,14,0,4,2,15.38461538,0,0,158,2.1,50,0.6,602.016,1.95,1 Indoor,6,30,1,5.5,9.51796E-07,0,99.14,28
160000,1.3,2,0,0,1,1,1,1,0,3,0,0,0,0,0,0,212,85,10,0.055,410.5,36.64935065,3 UV,5,25,1,7.5,7.2998E-10,0,93.19,60
30000,1.233,13,4,12.5,1,2,10,11,1,27,0,7,3,12.5,0,0,57,-27.5,20,0.35,57,6.52,1 Indoor,0,37,1,7.6,9.7546E-08,0,93.19,30
31000,1.233,13,4,11.1,1,2,10,11,1,27,0,7,3,12.5,0,0,58.07,-28.73,20,0.35,57,6.52,1 Indoor,0,37,1,7.6,1.934E-07,0,93.19,30
38000,1.38,10,0,0,4,4,2,2,0,8,0,4,2,14.28571429,1,60,248.9,71,7,0.25,465,8.27,1 Indoor,7,70,1,7.5,5.6389E-06,0.075,100,4
38000,1.38,10,0,0,4,4,2,2,0,8,0,4,2,14.28571429,1,60,248.9,71,7,0.25,465,8.27,1 Indoor,7,50,1,7.5,2.0625E-07,0,93.19,4
38000,1.38,10,0,0,4,4,2,2,0,8,0,4,2,14.28571429,1,60,248.9,71,7,0.25,465,8.27,1 Indoor,7,40,1,7.5,2.6167E-07,0,93.19,4
38000,1.38,10,0,0,4,4,2,2,0,8,0,4,2,14.28571429,1,60,248.9,71,7,0.25,465,8.27,1 Indoor,7,70,1,8,5.3667E-06,0.0939,100,4
65372,1.25,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,171,48,1,1,148,2.64,3 UV,0,37,1,7.4,8.0241E-07,40.04,86.23,84
55689,1.25,3,7,50,1,1,0,6,1,16,2,4,2,12.5,0,0,120,-15,8,1,148,2.64,3 UV,0,37,1,7.4,3.4507E-07,39.004,85.61,84
420000,1.25,9,4,30,2,3,3,4,3,20,0,6,3,15.78947368,0,0,142.4,6,52,0.15,3034.5,13.49,0 Dark,5,21,0.478,5.35,1.0429E-06,13.64,100,42
420000,1.25,9,4,30,2,3,3,4,3,20,0,6,3,15.78947368,0,0,142.4,6,52,0.15,3034.5,13.49,2 Outdoor,2,18.6,1,8.1,8.2303E-07,7.823,100,42
375000,1.25,9,4,40,2,3,3,4,3,20,0,6,3,15.78947368,0,0,138.8,5,51,0.175,3040.25,11.58,0 Dark,5,21,0.478,5.35,6.8484E-07,14.07,93.19,42
375000,1.25,9,4,40,2,3,3,4,3,20,0,6,3,15.78947368,0,0,138.8,5,51,0.175,3040.25,11.58,2 Outdoor,2,18.6,1,8.1,1.7072E-07,8.817,93.19,42
330000,1.25,9,4,50,2,3,3,4,3,20,0,6,3,15.78947368,0,0,138.4,4.8,50,0.175,3040.25,11.58,0 Dark,5,21,0.478,5.35,8.419E-07,13.3,93.19,42
330000,1.25,9,4,50,2,3,3,4,3,20,0,6,3,15.78947368,0,0,138.4,4.8,50,0.175,3040.25,11.58,2 Outdoor,2,18.6,1,8.1,1.0818E-07,10.47,93.19,42
